Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
2019-20,NBA,San Antonio Spurs,27,36,0.429,5th of 5,-1.19,100,-0.2,111.9,1.5,113.7,3.3,,G. Popovich (27-36),D. DeRozan (6.2),31
2018-19,NBA,San Antonio Spurs*,48,34,0.585,2nd of 5,1.8,98.3,-1.7,112.9,2.5,111.2,0.8,Lost W. Conf. 1st Rnd.,G. Popovich (48-34),L. Aldridge (9.3),31
2017-18,NBA,San Antonio Spurs*,47,35,0.573,3rd of 5,2.89,95,-2.3,107.9,-0.7,104.8,-3.8,Lost W. Conf. 1st Rnd.,G. Popovich (47-35),L. Aldridge (10.9),31
2016-17,NBA,San Antonio Spurs*,61,21,0.744,1st of 5,7.13,94.2,-2.2,111.1,2.3,103.5,-5.3,Lost W. Conf. Finals,G. Popovich (61-21),K. Leonard (13.6),31
2015-16,NBA,San Antonio Spurs*,67,15,0.817,1st of 5,10.28,93.8,-2,110.3,3.9,99,-7.4,Lost W. Conf. Semis,G. Popovich (67-15),K. Leonard (13.7),31
2014-15,NBA,San Antonio Spurs*,55,27,0.671,3rd of 5,6.34,93.8,-0.1,108.5,2.9,102,-3.6,Lost W. Conf. 1st Rnd.,G. Popovich (55-27),T. Duncan (9.6),31
2013-14,NBA,San Antonio Spurs*,62,20,0.756,1st of 5,8,95,1.1,110.5,3.8,102.4,-4.3,Won Finals,G. Popovich (62-20),K. Leonard (7.7),31
2012-13,NBA,San Antonio Spurs*,58,24,0.707,1st of 5,6.67,94.2,2.2,108.3,2.4,101.6,-4.3,Lost Finals,G. Popovich (58-24),T. Parker (9.3),31
2011-12,NBA,San Antonio Spurs*,50,16,0.758,1st of 5,7.28,92.9,1.6,110.9,6.3,103.2,-1.4,Lost W. Conf. Finals,G. Popovich (50-16),T. Parker (7.1),31
2010-11,NBA,San Antonio Spurs*,61,21,0.744,1st of 5,5.86,92.3,0.2,111.8,4.5,105.6,-1.7,Lost W. Conf. 1st Rnd.,G. Popovich (61-21),M. Ginóbili (9.9),31
2009-10,NBA,San Antonio Spurs*,50,32,0.61,2nd of 5,5.07,91.7,-1,110,2.4,104.5,-3.1,Lost W. Conf. Semis,G. Popovich (50-32),T. Duncan (10.9),31
2008-09,NBA,San Antonio Spurs*,54,28,0.659,1st of 5,3.36,88.4,-3.3,108.5,0.2,104.3,-4,Lost W. Conf. 1st Rnd.,G. Popovich (54-28),T. Duncan (10.1),31
2007-08,NBA,San Antonio Spurs*,56,26,0.683,2nd of 5,5.1,88.8,-3.6,107.2,-0.3,101.8,-5.7,Lost W. Conf. Finals,G. Popovich (56-26),M. Ginóbili (11.1),31
2006-07,NBA,San Antonio Spurs*,58,24,0.707,2nd of 5,8.35,89.8,-2.1,109.2,2.7,99.9,-6.6,Won Finals,G. Popovich (58-24),T. Duncan (13.0),31
2005-06,NBA,San Antonio Spurs*,63,19,0.768,1st of 5,6.69,88.5,-2,107.3,1.1,99.6,-6.6,Lost W. Conf. Semis,G. Popovich (63-19),T. Duncan (10.8),31
2004-05,NBA,San Antonio Spurs*,59,23,0.72,1st of 5,7.84,88.9,-2,107.5,1.4,98.8,-7.3,Won Finals,G. Popovich (59-23),T. Duncan (11.2),31
2003-04,NBA,San Antonio Spurs*,57,25,0.695,2nd of 7,7.51,89.2,-0.9,102.2,-0.7,94.1,-8.8,Lost W. Conf. Semis,G. Popovich (57-25),T. Duncan (13.1),31
2002-03,NBA,San Antonio Spurs*,60,22,0.732,1st of 7,5.65,90,-1,105.6,2,99.7,-3.9,Won Finals,G. Popovich (60-22),T. Duncan (16.5),31
2001-02,NBA,San Antonio Spurs*,58,24,0.707,1st of 7,6.28,90,-0.7,106.5,2,99.7,-4.8,Lost W. Conf. Semis,G. Popovich (58-24),T. Duncan (17.8),31
2000-01,NBA,San Antonio Spurs*,58,24,0.707,1st of 7,7.92,89.6,-1.7,106.6,3.6,98,-5,Lost W. Conf. Finals,G. Popovich (58-24),T. Duncan (13.2),31
1999-00,NBA,San Antonio Spurs*,53,29,0.646,2nd of 7,5.92,90.8,-2.3,105,0.9,98.6,-5.5,Lost W. Conf. 1st Rnd.,G. Popovich (53-29),T. Duncan (13.0),31
1998-99,NBA,San Antonio Spurs*,37,13,0.74,1st of 7,7.12,88.6,-0.3,104,1.8,95,-7.2,Won Finals,G. Popovich (37-13),T. Duncan (8.7),31
1997-98,NBA,San Antonio Spurs*,56,26,0.683,2nd of 7,3.3,88.4,-1.9,103.8,-1.2,99.4,-5.6,Lost W. Conf. Semis,G. Popovich (56-26),D. Robinson (13.8),31
1996-97,NBA,San Antonio Spurs,20,62,0.244,6th of 7,-7.93,87.3,-2.8,103.3,-3.4,112.3,5.6,,B. Hill (3-15) G. Popovich (17-47),W. Perdue (4.4),31
1995-96,NBA,San Antonio Spurs*,59,23,0.72,1st of 7,5.98,93.3,1.5,110.2,2.6,103.5,-4.1,Lost W. Conf. Semis,B. Hill (59-23),D. Robinson (18.3),31
1994-95,NBA,San Antonio Spurs*,62,20,0.756,1st of 6,5.9,94.6,1.7,111.7,3.4,105.4,-2.9,Lost W. Conf. Finals,B. Hill (62-20),D. Robinson (17.5),31
1993-94,NBA,San Antonio Spurs*,55,27,0.671,2nd of 6,5.05,90.1,-5,110.4,4.1,104.6,-1.7,Lost W. Conf. 1st Rnd.,J. Lucas (55-27),D. Robinson (20.0),31
1992-93,NBA,San Antonio Spurs*,49,33,0.598,2nd of 6,2.21,95.4,-1.4,109.6,1.6,106.8,-1.2,Lost W. Conf. Semis,J. Tarkanian (9-11) R. Hughes (1-0) J. Lucas (39-22),D. Robinson (13.2),31
1991-92,NBA,San Antonio Spurs*,47,35,0.573,2nd of 6,2.81,96.2,-0.4,107.5,-0.7,104.1,-4.1,Lost W. Conf. 1st Rnd.,L. Brown (21-17) B. Bass (26-18),D. Robinson (13.9),31
1990-91,NBA,San Antonio Spurs*,55,27,0.671,1st of 7,4.3,98.6,0.8,107.8,-0.1,103.3,-4.6,Lost W. Conf. 1st Rnd.,L. Brown (55-27),D. Robinson (17.0),31
1989-90,NBA,San Antonio Spurs*,56,26,0.683,1st of 7,3.58,98.5,0.2,107.7,-0.4,104.2,-3.9,Lost W. Conf. Semis,L. Brown (56-26),D. Robinson (15.1),31
1988-89,NBA,San Antonio Spurs,21,61,0.256,5th of 6,-7.45,104.1,3.5,100.9,-6.9,107.9,0.1,,L. Brown (21-61),W. Anderson (4.9),31
1987-88,NBA,San Antonio Spurs*,31,51,0.378,5th of 6,-5.02,104.4,4.8,108.2,0.2,112.8,4.8,Lost W. Conf. 1st Rnd.,B. Weiss (31-51),A. Robertson (5.8),31
1986-87,NBA,San Antonio Spurs,28,54,0.341,6th of 6,-5.09,101.7,0.9,105.9,-2.4,110.8,2.5,,B. Weiss (28-54),D. Greenwood (6.2),31
1985-86,NBA,San Antonio Spurs*,35,47,0.427,6th of 6,-2.06,103.8,1.7,106.5,-0.7,108.2,1,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (35-47),A. Robertson (8.6),31
1984-85,NBA,San Antonio Spurs*,41,41,0.5,5th of 6,0.63,103.9,1.8,109.9,2,109,1.1,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (41-41),A. Gilmore (10.5),31
1983-84,NBA,San Antonio Spurs,37,45,0.451,5th of 6,-0.5,106.5,5.1,111.2,3.6,111.4,3.8,,M. McHone (11-20) B. Bass (26-25),A. Gilmore (6.7),31
1982-83,NBA,San Antonio Spurs*,53,29,0.646,1st of 6,3.1,103.3,0.2,110.1,5.4,106.6,1.9,Lost W. Conf. Finals,S. Albeck (53-29),A. Gilmore (11.0),31
1981-82,NBA,San Antonio Spurs*,48,34,0.585,1st of 6,1.79,102.5,1.6,109.9,3,107.6,0.7,Lost W. Conf. Finals,S. Albeck (48-34),G. Gervin (10.7),31
1980-81,NBA,San Antonio Spurs*,52,30,0.634,1st of 6,2.18,102.9,1.1,108.5,3,105.7,0.2,Lost W. Conf. Semis,S. Albeck (52-30),G. Gervin (10.5),31
1979-80,NBA,San Antonio Spurs*,41,41,0.5,3rd of 6,-0.24,109.5,6.4,108.6,3.3,109,3.7,Lost E. Conf. 1st Rnd.,D. Moe (33-33) B. Bass (8-8),G. Gervin (10.6),31
1978-79,NBA,San Antonio Spurs*,48,34,0.585,1st of 6,4.97,110.6,4.8,107.1,3.3,102.4,-1.4,Lost E. Conf. Finals,D. Moe (48-34),G. Gervin (11.4),31
1977-78,NBA,San Antonio Spurs*,52,30,0.634,1st of 6,3.2,109,2.3,104.5,3.6,101.4,0.5,Lost E. Conf. Semis,D. Moe (52-30),G. Gervin (12.0),31
1976-77,NBA,San Antonio Spurs*,44,38,0.537,3rd of 6,0.53,111.8,5.3,102.5,3,102,2.5,Lost E. Conf. 1st Rnd.,D. Moe (44-38),G. Gervin (10.5),31
1975-76,ABA,San Antonio Spurs*,50,34,0.595,3rd of 0,3.82,106.8,-0.1,107.5,3.4,103.6,-0.5,Lost Semis,B. Bass (50-34),J. Silas (13.1),31
1974-75,ABA,San Antonio Spurs*,51,33,0.607,2nd of 5,3.89,102.9,-0.2,109.5,4.8,105.4,0.7,Lost W. Div. Semis,T. Nissalke (18-10) B. Bass (33-23),G. Gervin (10.0),31
1973-74,ABA,San Antonio Spurs*,45,39,0.536,3rd of 5,0.74,95,-7.6,101.7,-1.3,100.8,-2.2,Lost W. Div. Semis,T. Nissalke (45-39),J. Silas (7.9),31
1972-73,ABA,Dallas Chaparrals,28,56,0.333,5th of 5,-3.79,108.6,-0.7,101.1,-0.7,105.1,3.3,,B. McCarthy (24-48) D. Brown (4-8),J. Silas (7.4),31
1971-72,ABA,Dallas Chaparrals*,42,42,0.5,3rd of 5,0.26,103.4,-8.5,99.7,-0.9,99.6,-1,Lost W. Div. Semis,T. Nissalke (42-42),D. Freeman (8.9),31
1970-71,ABA,Texas Chaparrals*,30,54,0.357,4th of 5,-2.21,114.3,3.2,105.1,0.1,107.7,2.7,Lost W. Div. Semis,M. Williams (5-14) B. Blakeley (25-40),J. Beasley (6.8),31
1969-70,ABA,Dallas Chaparrals*,45,39,0.536,2nd of 5,2.13,113.1,3.9,105.3,2.6,103.6,0.9,Lost W. Div. Semis,C. Hagan (22-21) M. Williams (23-18),G. Combs (8.6),31
1968-69,ABA,Dallas Chaparrals*,41,37,0.526,4th of 6,-0.31,105.8,-3.6,104.2,0.2,104.8,0.8,Lost W. Div. Semis,C. Hagan (41-37),J. Beasley (8.1),31
1967-68,ABA,Dallas Chaparrals*,46,32,0.59,2nd of 6,0.98,105,-2,103.7,2.4,102.5,1.2,Lost W. Div. Finals,C. Hagan (46-32),J. Beasley (8.9),31